iter	Logloss
0	0.2692505804
1	0.1669868382
2	0.1200734384
3	0.1034346
4	0.08183697421
5	0.06744496876
6	0.05707039365
7	0.05177045755
8	0.04430598003
9	0.03589825545
10	0.0279604192
11	0.02357120404
12	0.02083507716
13	0.01800456791
14	0.0162709876
15	0.01469250302
16	0.01261359769
17	0.01190242253
18	0.0102048977
19	0.008594481851
20	0.008068436731
21	0.006873165787
22	0.006448400606
23	0.006042254609
24	0.005404568188
25	0.005131479039
26	0.004802479685
27	0.004571048669
28	0.004298323893
29	0.0040803878
30	0.003822245601
31	0.003620688751
32	0.003542799453
33	0.003294643365
34	0.002878895171
35	0.002754399081
36	0.002653146393
37	0.002476531184
38	0.002355702465
39	0.00227594443
40	0.00227574784
41	0.002207900292
42	0.002096141493
43	0.002037102097
44	0.001802190776
45	0.001747880566
46	0.001583666815
47	0.001491969636
48	0.001440759422
49	0.001357151871
50	0.001357030857
51	0.001356989301
52	0.00135697877
53	0.001356949752
54	0.001356923808
55	0.00135676295
56	0.00135676295
57	0.00135676295
58	0.001313932903
59	0.001254034852
60	0.00125383886
61	0.001203847204
62	0.001161197184
63	0.001111071723
64	0.001071836374
65	0.001071891398
66	0.001071739594
67	0.001071739594
68	0.001071794752
69	0.00107180859
70	0.00107180859
71	0.001071773036
72	0.001071746682
73	0.001071746682
74	0.001071725748
75	0.001071725748
76	0.001071756453
77	0.001071661693
78	0.001071661693
79	0.001061745985
80	0.001061745985
81	0.001027460494
82	0.001027481689
83	0.001027336535
84	0.001027405973
85	0.001027405973
86	0.001027405973
87	0.001027405973
88	0.0009800704824
89	0.000979988078
90	0.0009800359633
91	0.0009800359633
92	0.0009800040453
93	0.000980042798
94	0.000980042798
95	0.000980042798
96	0.000980042798
97	0.0009799666815
98	0.0009799666815
99	0.0009798429238
100	0.0009798429238
101	0.0009798429238
102	0.0009798429238
103	0.0009798429238
104	0.0009798429238
105	0.0009798429238
106	0.0009798699594
107	0.000979959072
108	0.0009798624348
109	0.0009798632004
110	0.0009798632004
111	0.0009798632004
112	0.0009798632004
113	0.000979851913
114	0.0009798320316
115	0.0009799101013
116	0.0009798775941
117	0.0009797953583
118	0.000979725479
119	0.0009798088763
120	0.0009796986783
121	0.0009797208492
122	0.0009797208492
123	0.0009797208492
124	0.0009798116035
125	0.0009798116035
126	0.0009798116035
127	0.0009798116035
128	0.0009798116035
129	0.0009798116035
130	0.0009797525398
131	0.0009797525398
132	0.0009797525398
133	0.0009797525398
134	0.0009798322589
135	0.0009798322589
136	0.0009798322589
137	0.0009797434745
138	0.0009797434745
139	0.0009797434745
140	0.0009797018684
141	0.0009797018684
142	0.0009797052269
143	0.0009797009173
144	0.0009797009173
145	0.0009797009173
146	0.0009797009173
147	0.0009797009173
148	0.0009797009173
149	0.0009797009173
150	0.0009797008499
151	0.0009796790663
152	0.0009796790663
153	0.0009796790663
154	0.0009796434953
155	0.0009796604559
156	0.0009796730733
157	0.0009796730733
158	0.0009797035603
159	0.0009795567143
160	0.0009795567143
161	0.0009795567143
162	0.0009796200703
163	0.0009796200703
164	0.0009796304231
165	0.0009796304231
166	0.0009796304231
167	0.0009796304231
168	0.0009796304231
169	0.0009796304231
170	0.000979630684
171	0.000979630684
172	0.000979656247
173	0.0009795827226
174	0.0009795827226
175	0.0009795827226
176	0.0009795827226
177	0.0009795827226
178	0.0009795922929
179	0.0009795296183
180	0.0009795296183
181	0.0009795037355
182	0.000979623083
183	0.000979623083
184	0.000979623083
185	0.000979623083
186	0.000979623083
187	0.000979623083
188	0.000979623083
189	0.000979623083
190	0.000979623083
191	0.0009793896326
192	0.0009795301069
193	0.0009795301069
194	0.0009795301069
195	0.0009795301069
196	0.0009795301069
197	0.0009794664478
198	0.0009794664478
199	0.0009794664478
